Path;Travel weight;Elapsed time;Best solution;Deviation;Algorithm
4 8 6 9 2 3 7 5 1 4 ;79;0,0001992;79;-8000;TspNN
9 2 3 7 5 1 4 8 6 9 ;79;0,0972789;79;-8000;TspBabDfs
9 2 3 7 5 1 4 8 6 9 ;79;0,0976561;79;-8000;TspBabBfs
9 2 3 7 5 1 4 8 6 9 ;79;0,118305;79;-8000;TspBabBestFs
1 3 8 4 2 6 7 9 5 1 ;76;3,99077;76;-7700;DfsBruteForce
4 2 6 7 9 5 1 3 8 4 ;76;0,0002097;76;-7700;TspNN
9 5 1 3 8 4 2 6 7 9 ;76;0,0736344;76;-7700;TspBabDfs
9 5 1 3 8 4 2 6 7 9 ;76;0,0763193;76;-7700;TspBabBfs
9 5 1 3 8 4 2 6 7 9 ;76;0,0911241;76;-7700;TspBabBestFs
1 9 4 7 5 6 3 2 8 1 ;47;4,04741;47;-4800;DfsBruteForce
1 9 4 7 5 6 3 2 8 1 ;47;0,0003076;47;-4800;TspNN
9 4 7 5 6 3 2 8 1 9 ;47;0,013074;47;-4800;TspBabDfs
9 4 7 5 6 3 2 8 1 9 ;47;0,013486;47;-4800;TspBabBfs
9 4 7 5 6 3 2 8 1 9 ;47;0,0166781;47;-4800;TspBabBestFs
1 8 2 5 4 7 9 6 3 1 ;65;4,11501;65;-6600;DfsBruteForce
1 8 2 5 4 7 9 6 3 1 ;65;0,000322;65;-6600;TspNN
9 6 3 1 8 2 5 4 7 9 ;65;0,0423068;65;-6600;TspBabDfs
9 6 3 1 8 2 5 4 7 9 ;65;0,0423065;65;-6600;TspBabBfs
9 6 3 1 8 2 5 4 7 9 ;65;0,0503832;65;-6600;TspBabBestFs
1 7 2 4 8 9 6 5 3 1 ;105;4,07471;105;-10600;DfsBruteForce
2 8 1 6 5 3 4 9 7 2 ;121;0,0002766;121;-12200;TspNN
9 6 5 3 1 7 2 4 8 9 ;105;0,20691;105;-10600;TspBabDfs
9 6 5 3 1 7 2 4 8 9 ;105;0,227425;105;-10600;TspBabBfs
9 6 5 3 1 7 2 4 8 9 ;105;0,248472;105;-10600;TspBabBestFs
1 4 9 6 3 7 8 5 2 1 ;122;4,00035;122;-12300;DfsBruteForce
5 2 1 4 9 8 3 6 7 5 ;153;0,0002193;153;-15400;TspNN
9 6 3 7 8 5 2 1 4 9 ;122;0,318504;122;-12300;TspBabDfs
9 6 3 7 8 5 2 1 4 9 ;122;0,36607;122;-12300;TspBabBfs
9 6 3 7 8 5 2 1 4 9 ;122;0,387674;122;-12300;TspBabBestFs
1 2 4 5 6 10 3 9 8 7 1 ;153;43,2856;153;-15400;DfsBruteForce
5 9 8 7 1 4 6 10 3 2 5 ;177;0,0003616;177;-17800;TspNN
10 3 9 8 7 1 2 4 5 6 10 ;153;0,301451;153;-15400;TspBabDfs
10 3 9 8 7 1 2 4 5 6 10 ;153;0,332234;153;-15400;TspBabBfs
10 3 9 8 7 1 2 4 5 6 10 ;153;0,378448;153;-15400;TspBabBestFs
1 6 7 2 9 4 5 10 3 8 1 ;204;43,2182;204;-20500;DfsBruteForce
10 3 7 2 9 4 5 6 8 1 10 ;247;0,0002726;247;-24800;TspNN
10 3 8 1 6 7 2 9 4 5 10 ;204;0,72617;204;-20500;TspBabDfs
10 3 8 1 6 7 2 9 4 5 10 ;204;0,824936;204;-20500;TspBabBfs
10 3 8 1 6 7 2 9 4 5 10 ;204;0,824863;204;-20500;TspBabBestFs
1 2 6 4 5 8 3 10 9 7 1 ;168;44,2173;168;-16900;DfsBruteForce
9 7 1 5 3 10 2 4 8 6 9 ;220;0,0002714;220;-22100;TspNN
10 9 7 1 2 6 4 5 8 3 10 ;168;0,535533;168;-16900;TspBabDfs
10 9 7 1 2 6 4 5 8 3 10 ;168;0,677234;168;-16900;TspBabBfs
10 9 7 1 2 6 4 5 8 3 10 ;168;0,643142;168;-16900;TspBabBestFs
1 4 2 5 10 7 3 9 6 8 1 ;188;43,1411;188;-18900;DfsBruteForce
3 9 6 8 1 4 2 5 10 7 3 ;188;0,0002491;188;-18900;TspNN
10 7 3 9 6 8 1 4 2 5 10 ;188;0,651003;188;-18900;TspBabDfs
10 7 3 9 6 8 1 4 2 5 10 ;188;0,658168;188;-18900;TspBabBfs
10 7 3 9 6 8 1 4 2 5 10 ;188;0,824558;188;-18900;TspBabBestFs
1 4 6 8 3 7 5 10 9 2 1 ;208;43,1861;208;-20900;DfsBruteForce
2 7 5 10 1 4 6 8 3 9 2 ;236;0,0002468;236;-23700;TspNN
10 9 2 1 4 6 8 3 7 5 10 ;208;0,871592;208;-20900;TspBabDfs
10 9 2 1 4 6 8 3 7 5 10 ;208;0,947578;208;-20900;TspBabBfs
10 9 2 1 4 6 8 3 7 5 10 ;208;1,03481;208;-20900;TspBabBestFs
1 2 8 3 5 6 10 4 9 7 1 ;165;43,2599;165;-16600;DfsBruteForce
5 6 10 4 2 8 3 9 7 1 5 ;180;0,0002999;180;-18100;TspNN
10 4 9 7 1 2 8 3 5 6 10 ;165;0,436654;165;-16600;TspBabDfs
10 4 9 7 1 2 8 3 5 6 10 ;165;0,452484;165;-16600;TspBabBfs
10 4 9 7 1 2 8 3 5 6 10 ;165;0,531407;165;-16600;TspBabBestFs
1 3 7 5 9 8 2 4 10 6 1 ;161;43,0495;161;-16200;DfsBruteForce
3 1 4 10 6 2 5 9 8 7 3 ;210;0,0002663;210;-21100;TspNN
10 6 1 3 7 5 9 8 2 4 10 ;161;0,428918;161;-16200;TspBabDfs
10 6 1 3 7 5 9 8 2 4 10 ;161;0,517613;161;-16200;TspBabBfs
10 6 1 3 7 5 9 8 2 4 10 ;161;0,511204;161;-16200;TspBabBestFs
1 3 5 9 7 8 6 2 4 10 1 ;217;43,3758;217;-21800;DfsBruteForce
8 6 10 1 7 4 9 3 5 2 8 ;257;0,0002647;257;-25800;TspNN
10 1 3 5 9 7 8 6 2 4 10 ;217;1,2265;217;-21800;TspBabDfs
10 1 3 5 9 7 8 6 2 4 10 ;217;1,33402;217;-21800;TspBabBfs
10 1 3 5 9 7 8 6 2 4 10 ;217;1,49113;217;-21800;TspBabBestFs
1 10 8 3 4 9 2 6 7 5 1 ;192;43,1969;192;-19300;DfsBruteForce
10 8 3 4 9 2 6 7 5 1 10 ;192;0,0003293;192;-19300;TspNN
10 8 3 4 9 2 6 7 5 1 10 ;192;0,602794;192;-19300;TspBabDfs
10 8 3 4 9 2 6 7 5 1 10 ;192;0,611834;192;-19300;TspBabBfs
10 8 3 4 9 2 6 7 5 1 10 ;192;0,754113;192;-19300;TspBabBestFs
1 2 9 4 5 10 6 8 7 3 1 ;147;43,1816;147;-14800;DfsBruteForce
7 3 1 2 9 4 5 10 6 8 7 ;147;0,0002468;147;-14800;TspNN
10 6 8 7 3 1 2 9 4 5 10 ;147;0,172913;147;-14800;TspBabDfs
10 6 8 7 3 1 2 9 4 5 10 ;147;0,176134;147;-14800;TspBabBfs
10 6 8 7 3 1 2 9 4 5 10 ;147;0,212035;147;-14800;TspBabBestFs
1 10 8 9 7 11 4 5 3 6 2 1 ;178;541,177;178;-17900;DfsBruteForce
6 2 1 10 8 9 4 5 3 7 11 6 ;186;0,0002695;186;-18700;TspNN
11 4 5 3 6 2 1 10 8 9 7 11 ;178;1,93153;178;-17900;TspBabDfs
11 8 10 2 1 7 9 4 5 3 6 11 ;178;2,0112;178;-17900;TspBabBfs
11 8 10 2 1 7 9 4 5 3 6 11 ;178;2,32277;178;-17900;TspBabBestFs
1 2 8 4 3 6 7 5 9 11 10 1 ;169;543,053;169;-17000;DfsBruteForce
4 3 6 9 11 2 5 7 10 1 8 4 ;184;0,000352;184;-18500;TspNN
11 10 1 2 8 4 3 6 7 5 9 11 ;169;0,917547;169;-17000;TspBabDfs
11 10 1 2 8 4 3 6 7 5 9 11 ;169;0,955148;169;-17000;TspBabBfs
11 10 1 2 8 4 3 6 7 5 9 11 ;169;1,04835;169;-17000;TspBabBestFs
1 8 10 6 11 5 7 9 2 3 4 1 ;134;543,777;134;-13500;DfsBruteForce
5 7 9 2 3 4 1 8 10 6 11 5 ;134;0,0003178;134;-13500;TspNN
11 5 7 9 2 3 4 1 8 10 6 11 ;134;0,627026;134;-13500;TspBabDfs
11 5 7 9 2 3 4 1 8 10 6 11 ;134;0,627742;134;-13500;TspBabBfs
11 5 7 9 2 3 4 1 8 10 6 11 ;134;0,730905;134;-13500;TspBabBestFs
1 4 3 5 2 6 8 9 11 10 7 1 ;175;545,131;175;-17600;DfsBruteForce
6 8 9 10 7 1 4 3 5 2 11 6 ;247;0,0006254;247;-24800;TspNN
11 10 7 1 4 3 5 2 6 8 9 11 ;175;2,1458;175;-17600;TspBabDfs
11 10 7 1 4 3 5 2 6 8 9 11 ;175;3,11239;175;-17600;TspBabBfs
11 10 7 1 4 3 5 2 6 8 9 11 ;175;2,15799;175;-17600;TspBabBestFs
1 10 3 5 2 6 4 8 9 11 7 1 ;192;543,773;192;-19300;DfsBruteForce
11 3 5 4 8 9 6 10 1 7 2 11 ;223;0,0003211;223;-22400;TspNN
11 7 1 10 3 5 2 6 4 8 9 11 ;192;3,44771;192;-19300;TspBabDfs
11 7 1 10 3 5 2 6 4 8 9 11 ;192;3,8415;192;-19300;TspBabBfs
11 7 1 10 3 5 2 6 4 8 9 11 ;192;3,98175;192;-19300;TspBabBestFs
1 2 7 5 8 3 11 4 9 10 6 1 ;151;541,965;151;-15200;DfsBruteForce
11 4 8 9 10 6 1 2 7 5 3 11 ;221;0,0003164;221;-22200;TspNN
11 4 9 10 6 1 2 7 5 8 3 11 ;151;1,16644;151;-15200;TspBabDfs
11 4 9 10 6 1 2 7 5 8 3 11 ;151;1,89196;151;-15200;TspBabBfs
11 4 9 10 6 1 2 7 5 8 3 11 ;151;1,2826;151;-15200;TspBabBestFs
1 8 3 6 10 4 7 2 5 9 11 1 ;195;540,078;195;-19600;DfsBruteForce
3 6 2 1 10 4 7 5 9 11 8 3 ;198;0,0003409;198;-19900;TspNN
11 1 8 3 6 10 4 7 2 5 9 11 ;195;2,18461;195;-19600;TspBabDfs
11 1 8 3 6 10 4 7 2 5 9 11 ;195;2,20174;195;-19600;TspBabBfs
11 1 8 3 6 10 4 7 2 5 9 11 ;195;2,61098;195;-19600;TspBabBestFs
1 6 9 4 3 5 11 7 8 2 10 1 ;82;542,732;82;-8300;DfsBruteForce
11 7 8 2 3 9 4 6 5 10 1 11 ;183;0,0003184;183;-18400;TspNN
11 7 8 2 10 1 6 9 4 3 5 11 ;82;0,235815;82;-8300;TspBabDfs
11 7 8 2 10 1 6 9 4 3 5 11 ;82;1,22694;82;-8300;TspBabBfs
11 7 8 2 10 1 6 9 4 3 5 11 ;82;0,192239;82;-8300;TspBabBestFs
2 12 6 4 1 5 7 10 8 11 3 9 2 ;172;1800;172;-17300;DfsBruteForce
11 12 10 8 9 2 6 3 4 1 5 7 11 ;236;0,0004508;236;-23700;TspNN
12 6 4 1 5 7 10 8 11 3 9 2 12 ;172;5,95546;172;-17300;TspBabDfs
12 6 4 1 5 7 10 8 11 3 9 2 12 ;172;8,88543;172;-17300;TspBabBfs
12 6 4 1 5 7 10 8 11 3 9 2 12 ;172;6,93601;172;-17300;TspBabBestFs
2 12 8 6 3 9 1 4 5 7 10 11 2 ;194;1800;194;-19500;DfsBruteForce
9 1 12 7 10 11 2 3 8 6 4 5 9 ;211;0,0004688;211;-21200;TspNN
12 8 6 3 9 1 4 5 7 10 11 2 12 ;194;9,51147;194;-19500;TspBabDfs
12 8 6 3 9 1 4 5 7 10 11 2 12 ;194;9,77918;194;-19500;TspBabBfs
12 8 6 3 9 1 4 5 7 10 11 2 12 ;194;11,2176;194;-19500;TspBabBestFs
3 11 2 6 10 8 12 1 9 5 7 4 3 ;186;1800;186;-18700;DfsBruteForce
2 1 12 5 7 4 3 10 8 11 9 6 2 ;196;0,0003935;196;-19700;TspNN
12 1 9 5 7 4 3 11 2 6 10 8 12 ;186;5,8693;186;-18700;TspBabDfs
12 1 9 5 7 4 3 11 2 6 10 8 12 ;186;5,98601;186;-18700;TspBabBfs
12 1 9 5 7 4 3 11 2 6 10 8 12 ;186;6,90368;186;-18700;TspBabBestFs
1 11 4 7 3 10 8 9 6 12 2 5 1 ;193;1800;193;-19400;DfsBruteForce
1 11 12 10 9 6 2 8 7 3 4 5 1 ;217;0,0004023;217;-21800;TspNN
12 2 5 1 11 4 7 3 10 8 9 6 12 ;193;9,86411;193;-19400;TspBabDfs
12 2 5 1 11 4 7 3 10 8 9 6 12 ;193;10,3025;193;-19400;TspBabBfs
12 2 5 1 11 4 7 3 10 8 9 6 12 ;193;11,5697;193;-19400;TspBabBestFs
2 12 10 5 4 6 8 9 3 1 7 11 2 ;196;1800;196;-19700;DfsBruteForce
11 2 12 10 5 4 6 3 1 8 9 7 11 ;207;0,0004373;207;-20800;TspNN
12 10 5 4 6 8 9 3 1 7 11 2 12 ;196;12,0539;196;-19700;TspBabDfs
12 10 5 4 6 8 9 3 1 7 11 2 12 ;196;11,8935;196;-19700;TspBabBfs
12 10 5 4 6 8 9 3 1 7 11 2 12 ;196;13,9316;196;-19700;TspBabBestFs
6 11 10 2 9 12 1 5 3 4 7 8 6 ;137;1800;137;-13800;DfsBruteForce
3 5 9 10 2 6 7 8 4 1 11 12 3 ;169;0,0005988;169;-17000;TspNN
12 1 5 3 4 7 8 6 11 10 2 9 12 ;137;3,12765;137;-13800;TspBabDfs
12 1 5 3 4 7 8 6 11 10 2 9 12 ;137;3,49111;137;-13800;TspBabBfs
12 1 5 3 4 7 8 6 11 10 2 9 12 ;137;3,38759;137;-13800;TspBabBestFs
6 11 10 8 12 7 9 2 5 3 1 4 6 ;235;1800;235;-23600;DfsBruteForce
2 5 11 12 7 9 3 8 10 1 4 6 2 ;279;0,0004174;279;-28000;TspNN
12 7 9 2 5 3 1 4 6 11 10 8 12 ;235;31,7288;235;-23600;TspBabDfs
12 7 9 2 5 3 1 4 6 11 10 8 12 ;235;37,7266;235;-23600;TspBabBfs
12 7 9 2 5 3 1 4 6 11 10 8 12 ;235;37,0762;235;-23600;TspBabBestFs
1 11 8 7 12 6 3 9 5 2 10 4 1 ;160;1800;160;-16100;DfsBruteForce
4 12 6 11 8 2 10 7 1 3 9 5 4 ;196;0,0005721;196;-19700;TspNN
12 6 3 9 5 2 10 4 1 11 8 7 12 ;160;5,01987;160;-16100;TspBabDfs
12 6 3 9 5 2 10 4 1 11 8 7 12 ;160;6,15147;160;-16100;TspBabBfs
12 6 3 9 5 2 10 4 1 11 8 7 12 ;160;5,81028;160;-16100;TspBabBestFs
7 10 2 5 9 11 1 3 8 12 6 4 7 ;150;1800;150;-15100;DfsBruteForce
1 3 8 12 6 4 7 10 2 5 9 11 1 ;150;0,0005621;150;-15100;TspNN
12 6 4 7 10 2 5 9 11 1 3 8 12 ;150;4,50812;150;-15100;TspBabDfs
12 6 4 7 10 2 5 9 11 1 3 8 12 ;150;4,35126;150;-15100;TspBabBfs
12 6 4 7 10 2 5 9 11 1 3 8 12 ;150;5,18632;150;-15100;TspBabBestFs
5 12 11 10 7 4 9 1 3 8 2 6 5 ;167;1800;167;-16800;DfsBruteForce
2 6 10 7 12 11 1 3 8 4 9 5 2 ;250;0,0004072;250;-25100;TspNN
12 11 10 7 4 9 1 3 8 2 6 5 12 ;167;5,46204;167;-16800;TspBabDfs
12 11 10 7 4 9 1 3 8 2 6 5 12 ;167;10,0663;167;-16800;TspBabBfs
12 11 10 7 4 9 1 3 8 2 6 5 12 ;167;5,72728;167;-16800;TspBabBestFs
7 13 10 6 1 8 3 12 5 4 2 11 9 7 ;296;1794;296;-29700;DfsBruteForce
4 2 11 9 3 12 5 13 10 6 1 8 7 4 ;455;0,0004653;455;-45600;TspNN
13 10 6 1 8 3 12 2 11 9 7 4 5 13 ;237;1,73862;237;-23800;TspBabDfs
13 10 6 1 8 3 12 2 11 9 7 4 5 13 ;237;5,13911;237;-23800;TspBabBfs
13 10 6 1 8 3 12 2 11 9 7 4 5 13 ;237;1,00937;237;-23800;TspBabBestFs
3 13 11 12 8 7 4 9 2 6 1 5 10 3 ;557;1794;557;-55800;DfsBruteForce
2 8 7 9 1 5 6 10 3 13 4 11 12 2 ;517;0,0004335;517;-51800;TspNN
13 1 5 11 12 8 7 4 9 2 6 10 3 13 ;402;11,3662;402;-40300;TspBabDfs
13 1 5 11 12 8 7 4 9 2 6 10 3 13 ;402;13,8067;402;-40300;TspBabBfs
13 1 5 11 12 8 7 4 9 2 6 10 3 13 ;402;12,0527;402;-40300;TspBabBestFs
1 13 11 8 10 9 12 2 3 7 4 5 6 1 ;326;1794;326;-32700;DfsBruteForce
11 8 13 1 7 4 5 6 10 2 3 9 12 11 ;302;0,0004478;302;-30300;TspNN
13 1 7 4 5 6 10 9 12 2 3 11 8 13 ;217;1,14947;217;-21800;TspBabDfs
13 1 7 4 5 6 10 9 12 2 3 11 8 13 ;217;1,36698;217;-21800;TspBabBfs
13 1 7 4 5 6 10 9 12 2 3 11 8 13 ;217;1,15047;217;-21800;TspBabBestFs
12 13 11 5 6 10 2 7 4 9 8 1 3 12 ;412;1794;412;-41300;DfsBruteForce
2 7 4 9 3 11 5 6 10 8 1 13 12 2 ;431;0,0004554;431;-43200;TspNN
13 11 5 6 10 2 7 4 9 8 1 3 12 13 ;412;7,42343;412;-41300;TspBabDfs
13 11 5 6 10 2 7 4 9 8 1 3 12 13 ;412;7,42056;412;-41300;TspBabBfs
13 11 5 6 10 2 7 4 9 8 1 3 12 13 ;412;8,51334;412;-41300;TspBabBestFs
12 13 10 11 5 2 1 7 6 3 9 8 4 12 ;584;1794;584;-58500;DfsBruteForce
4 12 10 13 5 9 7 6 3 8 2 1 11 4 ;611;0,0004488;611;-61200;TspNN
13 5 9 11 2 1 7 6 3 8 4 12 10 13 ;475;43,978;475;-47600;TspBabDfs
13 5 9 11 2 1 7 6 3 8 4 12 10 13 ;475;65,2746;475;-47600;TspBabBfs
13 5 9 11 2 1 7 6 3 8 4 12 10 13 ;475;47,1876;475;-47600;TspBabBestFs
8 13 10 12 7 1 9 11 6 4 5 2 3 8 ;457;1794;457;-45800;DfsBruteForce
1 5 3 12 7 2 9 11 10 6 4 8 13 1 ;535;0,000656;535;-53600;TspNN
13 10 5 12 1 9 11 6 4 7 2 3 8 13 ;376;9,68261;376;-37700;TspBabDfs
13 10 5 12 1 9 11 6 4 7 2 3 8 13 ;376;17,6603;376;-37700;TspBabBfs
13 10 5 12 1 9 11 6 4 7 2 3 8 13 ;376;10,8595;376;-37700;TspBabBestFs
13 14 12 11 1 4 5 10 2 6 3 8 9 7 13 ;814;1792;814;-81500;DfsBruteForce
7 13 3 4 5 11 1 8 9 10 2 6 14 12 7 ;827;0,0005579;827;-82800;TspNN
14 12 11 8 9 7 6 5 10 2 1 13 3 4 14 ;499;5,40174;499;-50000;TspBabDfs
14 12 11 8 9 7 6 5 10 2 1 13 3 4 14 ;499;16,5273;499;-50000;TspBabBfs
14 12 11 8 9 7 6 5 10 2 1 13 3 4 14 ;499;5,99324;499;-50000;TspBabBestFs
7 14 13 11 4 8 3 2 6 12 1 5 9 10 7 ;708;1792;708;-70900;DfsBruteForce
13 11 4 8 3 2 6 12 1 9 10 7 14 5 13 ;842;0,0005095;842;-84300;TspNN
14 11 4 8 3 2 6 12 1 5 9 10 13 7 14 ;679;8,59919;679;-68000;TspBabDfs
14 11 4 8 3 2 6 12 1 5 9 10 13 7 14 ;679;10,06;679;-68000;TspBabBfs
14 11 4 8 3 2 6 12 1 5 9 10 13 7 14 ;679;9,72578;679;-68000;TspBabBestFs
2 14 13 11 8 1 7 4 3 6 10 9 5 12 2 ;1059;1792;1059;-106000;DfsBruteForce
6 10 9 5 1 14 12 7 4 2 11 13 8 3 6 ;822;0,0005013;822;-82300;TspNN
14 12 7 4 2 5 3 6 10 9 11 13 8 1 14 ;817;38,8154;817;-81800;TspBabDfs
14 12 7 4 2 5 3 6 10 9 11 13 8 1 14 ;817;39,7936;817;-81800;TspBabBfs
14 12 7 4 2 5 3 6 10 9 11 13 8 1 14 ;817;45,7487;817;-81800;TspBabBestFs
13 14 12 10 4 5 3 11 2 9 6 8 1 7 13 ;1426;1792;1426;-142700;DfsBruteForce
12 7 1 13 2 9 4 5 3 11 10 6 8 14 12 ;966;0,0005173;966;-96700;TspNN
14 12 7 1 13 2 9 4 5 3 11 10 6 8 14 ;966;84,8013;966;-96700;TspBabDfs
14 12 7 1 13 2 9 4 5 3 11 10 6 8 14 ;966;86,1079;966;-96700;TspBabBfs
14 12 7 1 13 2 9 4 5 3 11 10 6 8 14 ;966;100,534;966;-96700;TspBabBestFs
12 14 13 11 7 9 1 8 3 2 5 6 4 10 12 ;1254;1792;1254;-125500;DfsBruteForce
4 10 13 7 9 12 14 5 8 3 2 1 11 6 4 ;968;0,000564;968;-96900;TspNN
14 5 8 11 2 1 13 7 9 3 10 6 4 12 14 ;786;33,3873;786;-78700;TspBabDfs
14 5 8 11 2 1 13 7 9 3 10 6 4 12 14 ;786;40,9697;786;-78700;TspBabBfs
14 5 8 11 2 1 13 7 9 3 10 6 4 12 14 ;786;38,2147;786;-78700;TspBabBestFs
7 14 13 10 11 4 2 6 5 9 8 1 12 3 7 ;1257;1792;1257;-125800;DfsBruteForce
9 8 13 4 2 10 1 12 3 11 7 14 6 5 9 ;663;0,0005258;663;-66400;TspNN
14 6 5 9 8 13 4 2 10 1 12 3 11 7 14 ;663;12,7023;663;-66400;TspBabDfs
14 6 5 9 8 13 4 2 10 1 12 3 11 7 14 ;663;12,9602;663;-66400;TspBabBfs
14 6 5 9 8 13 4 2 10 1 12 3 11 7 14 ;663;14,7467;663;-66400;TspBabBestFs
4 14 13 10 11 6 12 3 2 9 5 8 7 1 4 ;1125;1792;1125;-112600;DfsBruteForce
2 7 12 10 14 4 11 6 13 8 1 5 3 9 2 ;1234;0,0004842;1234;-123500;TspNN
14 4 11 6 7 3 2 9 5 13 8 1 12 10 14 ;953;247,304;953;-95400;TspBabDfs
14 4 11 6 7 3 2 9 5 13 8 1 12 10 14 ;953;666,844;953;-95400;TspBabBfs
14 4 11 6 7 3 2 9 5 13 8 1 12 10 14 ;953;285,764;953;-95400;TspBabBestFs
12 14 13 9 8 11 2 7 10 3 5 6 1 4 12 ;1042;1792;1042;-104300;DfsBruteForce
2 7 10 3 14 1 6 5 9 8 12 4 13 11 2 ;961;0,0004887;961;-96200;TspNN
14 2 7 10 13 1 6 8 11 4 12 5 9 3 14 ;579;7,06457;579;-58000;TspBabDfs
14 2 7 10 13 1 6 8 11 4 12 5 9 3 14 ;579;19,4615;579;-58000;TspBabBfs
14 2 7 10 13 1 6 8 11 4 12 5 9 3 14 ;579;6,72942;579;-58000;TspBabBestFs
6 14 13 11 4 8 10 1 9 7 5 3 12 2 6 ;1093;1792;1093;-109400;DfsBruteForce
12 2 9 7 5 4 8 3 13 1 10 6 14 11 12 ;1003;0,0005198;1003;-100400;TspNN
14 11 4 8 10 1 9 7 5 3 13 12 2 6 14 ;756;26,8514;756;-75700;TspBabDfs
14 11 4 8 10 1 9 7 5 3 13 12 2 6 14 ;756;37,8673;756;-75700;TspBabBfs
14 11 4 8 10 1 9 7 5 3 13 12 2 6 14 ;756;31,1151;756;-75700;TspBabBestFs
3 14 13 12 1 7 11 2 9 6 4 10 5 8 3 ;825;1792;825;-82600;DfsBruteForce
8 3 14 13 2 9 6 4 10 12 1 7 11 5 8 ;940;0,0005257;940;-94100;TspNN
14 13 8 5 6 4 10 12 1 7 11 2 9 3 14 ;681;14,4948;681;-68200;TspBabDfs
14 13 8 5 6 4 10 12 1 7 11 2 9 3 14 ;681;22,8758;681;-68200;TspBabBfs
14 13 8 5 6 4 10 12 1 7 11 2 9 3 14 ;681;14,9918;681;-68200;TspBabBestFs
14 15 13 12 10 3 4 9 7 11 1 5 8 6 2 14 ;2615;1800;2615;-261600;DfsBruteForce
14 9 7 11 10 3 15 5 8 4 12 1 6 2 13 14 ;2325;0,0005661;2325;-232600;TspNN
15 5 8 6 2 4 12 1 9 7 11 10 14 13 3 15 ;1638;119,365;1638;-163900;TspBabDfs
15 5 8 6 2 4 12 1 9 7 11 10 14 13 3 15 ;1638;1219,5;1638;-163900;TspBabBfs
15 5 8 6 2 4 12 1 9 7 11 10 14 13 3 15 ;1638;130,213;1638;-163900;TspBabBestFs
8 15 14 13 11 12 6 3 2 1 5 10 9 7 4 8 ;2488;1800;2488;-248900;DfsBruteForce
8 10 4 15 7 14 1 5 6 11 12 3 13 9 2 8 ;2287;0,001196;2287;-228800;TspNN
15 7 11 12 3 2 1 5 6 13 9 14 10 4 8 15 ;1658;407,868;1658;-165900;TspBabDfs
;2287;1805,19;-1;-0;TspBabBfs
15 7 11 12 3 2 1 5 6 13 9 14 10 4 8 15 ;1658;453,229;1658;-165900;TspBabBestFs
5 15 14 13 11 8 10 2 1 7 3 9 4 6 12 5 ;2905;1800;2905;-290600;DfsBruteForce
5 13 9 4 12 3 2 1 7 8 10 6 14 11 15 5 ;1908;0,0006077;1908;-190900;TspNN
15 6 14 4 11 8 10 12 3 9 2 1 7 5 13 15 ;1727;106,896;1727;-172800;TspBabDfs
15 6 14 4 11 8 10 12 3 9 2 1 7 5 13 15 ;1727;115,673;1727;-172800;TspBabBfs
15 6 14 4 11 8 10 12 3 9 2 1 7 5 13 15 ;1727;121,381;1727;-172800;TspBabBestFs
14 15 13 12 10 2 3 9 11 1 4 5 6 8 7 14 ;3452;1800;3452;-345300;DfsBruteForce
14 6 8 2 15 12 1 4 9 11 10 5 3 7 13 14 ;2728;0,0005679;2728;-272900;TspNN
15 12 1 4 5 3 7 14 6 8 2 13 9 11 10 15 ;1794;230,16;1794;-179500;TspBabDfs
;2728;1806,22;-1;-0;TspBabBfs
15 12 1 4 5 3 7 14 6 8 2 13 9 11 10 15 ;1794;205,59;1794;-179500;TspBabBestFs
2 15 14 13 12 3 7 10 8 11 4 5 1 6 9 2 ;2977;1800;2977;-297800;DfsBruteForce
15 3 9 2 12 14 5 1 6 13 4 11 7 10 8 15 ;2565;0,0005034;2565;-256600;TspNN
15 7 1 6 3 9 2 13 4 11 12 14 5 10 8 15 ;2046;705,877;2046;-204700;TspBabDfs
;2565;1804,77;-1;-0;TspBabBfs
15 7 1 6 3 9 2 13 4 11 12 14 5 10 8 15 ;2046;763,331;2046;-204700;TspBabBestFs
10 15 14 13 11 12 6 5 1 2 8 9 4 7 3 10 ;2536;1800;2536;-253700;DfsBruteForce
12 6 1 2 14 13 11 5 3 4 7 8 9 10 15 12 ;2150;0,0005485;2150;-215100;TspNN
15 6 5 1 3 4 7 13 11 12 14 2 8 9 10 15 ;1637;216,46;1637;-163800;TspBabDfs
15 6 5 1 3 4 7 13 11 12 14 2 8 9 10 15 ;1637;408,062;1637;-163800;TspBabBfs
15 6 5 1 3 4 7 13 11 12 14 2 8 9 10 15 ;1637;218,71;1637;-163800;TspBabBestFs
8 15 14 13 11 5 4 1 10 3 12 7 6 9 2 8 ;3044;1800;3044;-304500;DfsBruteForce
4 1 3 12 7 9 13 2 8 15 5 6 10 14 11 4 ;2538;0,0005671;2538;-253900;TspNN
15 2 8 3 12 7 6 9 13 11 4 1 10 14 5 15 ;2122;327,157;2122;-212300;TspBabDfs
15 2 8 3 12 7 6 9 13 11 4 1 10 14 5 15 ;2122;509,621;2122;-212300;TspBabBfs
15 2 8 3 12 7 6 9 13 11 4 1 10 14 5 15 ;2122;375,076;2122;-212300;TspBabBestFs
12 15 14 13 10 6 11 1 2 7 9 3 8 5 4 12 ;2911;1800;2911;-291200;DfsBruteForce
1 14 13 7 6 11 12 15 2 8 3 4 5 9 10 1 ;2124;0,0005482;2124;-212500;TspNN
